Lead_ID,Lead_Date,Region,City,Salesperson,Customer_Segment,Lead_Source,Lead_Quality_Score,Lead_Cost_INR,Follow_ups,Converted,Conversion_Date,Days_to_Convert,Lost_Reason
LEAD003758,2025-07-16,West,Pune,Meera Joshi,Individual,Walk-in,84,42.95,2,Yes,2025-07-18,2,
LEAD003759,2025-07-16,South,Hyderabad,Isha Reddy,Individual,Organic Search,49,91.62,2,Yes,2025-07-27,11,
LEAD003760,2025-07-17,South,Bengaluru,Isha Reddy,Individual,Paid Social,23,415.41,2,No,,,Competitor Chosen
LEAD003761,2025-07-17,North,Jaipur,Priya Verma,SME,Referral,48,120.66,4,Yes,2025-07-30,13,
LEAD003762,2025-07-17,North,Lucknow,Priya Verma,Individual,Referral,55,123.96,3,Yes,2025-07-18,1,
LEAD003763,2025-07-18,South,Chennai,Arjun Nair,Individual,Organic Search,65,89.47,2,Yes,2025-07-30,12,
LEAD003764,2025-07-18,West,Mumbai,Meera Joshi,Individual,Walk-in,60,56.07,3,Yes,2025-07-26,8,
LEAD003765,2025-07-18,West,Ahmedabad,Dev Patel,Individual,Organic Search,57,103.00,2,Yes,2025-08-06,19,
LEAD003766,2025-07-18,East,Kolkata,Neha Das,Individual,Marketplace,84,193.41,1,Yes,2025-07-20,2,
LEAD003767,2025-07-18,South,Hyderabad,Arjun Nair,Individual,Marketplace,54,209.27,2,Yes,2025-07-29,11,
LEAD003768,2025-07-18,South,Bengaluru,Arjun Nair,Individual,Marketplace,58,178.86,4,No,,,Competitor Chosen
LEAD003769,2025-07-19,South,Hyderabad,Sneha Rao,Individual,Marketplace,58,203.17,4,Yes,2025-07-26,7,
LEAD003770,2025-07-19,South,Chennai,Arjun Nair,Individual,Marketplace,52,206.59,5,No,,,No Response
LEAD003771,2025-07-19,North,Delhi,Aarav Sharma,Individual,Walk-in,73,42.91,3,Yes,2025-07-26,7,
LEAD003772,2025-07-19,North,Delhi,Priya Verma,Individual,Paid Social,69,400.20,2,No,,,No Response
LEAD003773,2025-07-19,East,Kolkata,Neha Das,Corporate,Referral,64,103.74,2,Yes,2025-08-20,32,
LEAD003774,2025-07-19,West,Mumbai,Rohan Mehta,Individual,Marketplace,65,191.86,2,Yes,2025-07-24,5,
LEAD003775,2025-07-19,East,Bhubaneswar,Kavya Roy,Individual,Organic Search,58,87.28,3,Yes,2025-08-10,22,
LEAD003776,2025-07-20,West,Pune,Rohan Mehta,Individual,Organic Search,72,78.92,2,Yes,2025-07-28,8,
LEAD003777,2025-07-20,East,Kolkata,Neha Das,Individual,Google Ads,90,576.64,3,No,,,No Response
LEAD003778,2025-07-20,South,Hyderabad,Isha Reddy,Individual,Walk-in,47,54.71,2,No,,,No Response
LEAD003779,2025-07-20,South,Chennai,Isha Reddy,SME,Marketplace,62,213.06,3,Yes,2025-08-03,14,
LEAD003780,2025-07-20,North,Jaipur,Priya Verma,SME,Paid Social,80,472.09,1,No,,,No Response
LEAD003781,2025-07-20,South,Bengaluru,Isha Reddy,SME,Corporate Outreach,58,244.54,1,No,,,Price Too High
LEAD003782,2025-07-20,West,Pune,Meera Joshi,SME,Walk-in,53,45.68,2,Yes,2025-07-26,6,
LEAD003783,2025-07-20,South,Hyderabad,Isha Reddy,SME,Paid Social,48,463.45,1,No,,,Price Too High
LEAD003784,2025-07-21,North,Lucknow,Priya Verma,Individual,Paid Social,55,478.08,1,Yes,2025-07-24,3,
LEAD003785,2025-07-21,East,Bhubaneswar,Kavya Roy,Individual,Marketplace,63,217.48,3,Yes,2025-07-25,4,
LEAD003786,2025-07-22,West,Ahmedabad,Meera Joshi,SME,Google Ads,53,710.29,4,No,,,Price Too High
LEAD003787,2025-07-22,South,Hyderabad,Isha Reddy,Individual,Paid Social,59,457.30,5,No,,,No Response
LEAD003788,2025-07-22,South,Chennai,Sneha Rao,SME,Google Ads,57,642.03,3,Yes,2025-08-14,23,
LEAD003789,2025-07-22,West,Pune,Rohan Mehta,Individual,Marketplace,64,199.78,3,Yes,2025-08-04,13,
LEAD003790,2025-07-22,West,Mumbai,Dev Patel,Individual,Organic Search,52,79.43,4,Yes,2025-07-24,2,
LEAD003791,2025-07-22,South,Chennai,Arjun Nair,SME,Paid Social,47,380.83,2,Yes,2025-07-24,2,
LEAD003792,2025-07-22,West,Mumbai,Rohan Mehta,Corporate,Referral,59,102.59,5,Yes,2025-08-07,16,
LEAD003793,2025-07-22,West,Pune,Rohan Mehta,Individual,Organic Search,79,102.31,1,Yes,2025-08-04,13,
LEAD003794,2025-07-23,West,Mumbai,Meera Joshi,Individual,Paid Social,39,447.29,2,No,,,Budget Delayed
LEAD003795,2025-07-23,South,Bengaluru,Sneha Rao,SME,Organic Search,55,95.59,3,Yes,2025-08-05,13,
LEAD003796,2025-07-23,East,Bhubaneswar,Neha Das,SME,Corporate Outreach,60,270.30,3,Yes,2025-08-09,17,
LEAD003797,2025-07-23,West,Ahmedabad,Dev Patel,Individual,Walk-in,65,45.61,3,Yes,2025-08-05,13,
LEAD003798,2025-07-23,North,Jaipur,Aarav Sharma,Corporate,Corporate Outreach,39,282.58,4,No,,,Competitor Chosen
LEAD003799,2025-07-23,North,Lucknow,Aarav Sharma,Individual,Paid Social,29,432.38,2,No,,,Competitor Chosen
LEAD003800,2025-07-23,North,Lucknow,Karan Malhotra,Individual,Paid Social,55,464.43,6,No,,,Competitor Chosen
LEAD003801,2025-07-24,West,Pune,Dev Patel,Individual,Organic Search,46,94.83,2,No,,,Competitor Chosen
LEAD003802,2025-07-24,West,Pune,Rohan Mehta,Corporate,Corporate Outreach,61,267.96,6,No,,,No Response
LEAD003803,2025-07-24,West,Mumbai,Dev Patel,Individual,Organic Search,69,77.73,6,No,,,Not Ready Yet
LEAD003804,2025-07-24,West,Ahmedabad,Rohan Mehta,SME,Corporate Outreach,70,307.37,4,Yes,2025-07-26,2,
LEAD003805,2025-07-24,East,Kolkata,Neha Das,Individual,Organic Search,70,94.92,1,Yes,2025-08-03,10,
LEAD003806,2025-07-24,North,Delhi,Priya Verma,Individual,Paid Social,70,374.22,6,No,,,Price Too High
LEAD003807,2025-07-24,North,Delhi,Priya Verma,Individual,Organic Search,48,83.32,5,No,,,Budget Delayed
LEAD003808,2025-07-24,North,Delhi,Karan Malhotra,SME,Paid Social,33,493.34,3,No,,,No Response
LEAD003809,2025-07-24,West,Pune,Meera Joshi,Individual,Google Ads,27,704.39,5,No,,,Price Too High
LEAD003810,2025-07-25,East,Bhubaneswar,Vikram Sen,Individual,Organic Search,91,90.67,1,No,,,Competitor Chosen
LEAD003811,2025-07-25,North,Delhi,Karan Malhotra,Corporate,Corporate Outreach,70,297.75,4,No,,,Not Ready Yet
LEAD003812,2025-07-25,North,Lucknow,Karan Malhotra,Individual,Walk-in,54,43.95,2,Yes,2025-08-08,14,
LEAD003813,2025-07-25,West,Mumbai,Meera Joshi,Individual,Walk-in,74,43.42,4,Yes,2025-07-26,1,
LEAD003814,2025-07-25,West,Pune,Meera Joshi,SME,Referral,64,106.40,2,No,,,Price Too High
LEAD003815,2025-07-25,North,Delhi,Aarav Sharma,SME,Organic Search,48,96.11,5,No,,,Competitor Chosen
LEAD003816,2025-07-25,South,Hyderabad,Isha Reddy,Individual,Google Ads,43,588.57,6,No,,,No Response
LEAD003817,2025-07-26,South,Hyderabad,Arjun Nair,Individual,Organic Search,61,93.60,3,Yes,2025-08-11,16,
LEAD003818,2025-07-26,South,Chennai,Arjun Nair,Corporate,Walk-in,82,53.91,1,No,,,Budget Delayed
LEAD003819,2025-07-26,South,Hyderabad,Isha Reddy,Individual,Walk-in,45,45.76,4,No,,,No Response
LEAD003820,2025-07-26,North,Delhi,Priya Verma,SME,Google Ads,59,679.12,1,No,,,No Response
LEAD003821,2025-07-26,North,Lucknow,Aarav Sharma,Individual,Organic Search,74,81.96,3,Yes,2025-08-11,16,
LEAD003822,2025-07-26,South,Hyderabad,Arjun Nair,SME,Organic Search,53,85.72,2,Yes,2025-08-13,18,
LEAD003823,2025-07-26,North,Lucknow,Aarav Sharma,SME,Walk-in,85,49.62,1,Yes,2025-07-29,3,
LEAD003824,2025-07-27,East,Guwahati,Vikram Sen,Individual,Marketplace,67,193.04,3,Yes,2025-07-28,1,
LEAD003825,2025-07-27,East,Guwahati,Kavya Roy,Individual,Marketplace,42,182.44,1,No,,,Price Too High
LEAD003826,2025-07-27,North,Delhi,Aarav Sharma,Individual,Marketplace,56,168.73,4,No,,,Not Ready Yet
LEAD003827,2025-07-27,North,Delhi,Karan Malhotra,Individual,Organic Search,28,103.48,6,No,,,Not Ready Yet
LEAD003828,2025-07-27,East,Guwahati,Neha Das,Individual,Google Ads,45,648.54,4,No,,,Price Too High
LEAD003829,2025-07-27,North,Delhi,Aarav Sharma,Corporate,Corporate Outreach,42,246.47,6,No,,,Budget Delayed
LEAD003830,2025-07-27,West,Mumbai,Dev Patel,SME,Paid Social,50,403.14,2,No,,,Competitor Chosen
LEAD003831,2025-07-28,North,Delhi,Priya Verma,Individual,Google Ads,41,667.13,6,No,,,No Response
LEAD003832,2025-07-28,South,Hyderabad,Sneha Rao,Individual,Marketplace,48,217.03,2,Yes,2025-08-09,12,
LEAD003833,2025-07-28,South,Hyderabad,Isha Reddy,SME,Organic Search,56,78.17,6,No,,,Competitor Chosen
LEAD003834,2025-07-28,West,Pune,Rohan Mehta,Individual,Marketplace,55,203.02,4,Yes,2025-08-07,10,
LEAD003835,2025-07-28,South,Bengaluru,Sneha Rao,Individual,Google Ads,65,544.01,4,No,,,Price Too High
LEAD003836,2025-07-28,South,Hyderabad,Isha Reddy,Individual,Referral,61,120.18,2,No,,,Budget Delayed
LEAD003837,2025-07-28,West,Mumbai,Dev Patel,SME,Walk-in,79,47.31,1,Yes,2025-08-06,9,
LEAD003838,2025-07-29,South,Hyderabad,Sneha Rao,Individual,Walk-in,43,47.77,1,Yes,2025-08-08,10,
LEAD003839,2025-07-29,North,Jaipur,Priya Verma,Corporate,Corporate Outreach,44,321.68,6,Yes,2025-08-09,11,
LEAD003840,2025-07-29,West,Pune,Dev Patel,Corporate,Walk-in,51,46.92,2,Yes,2025-09-06,39,
LEAD003841,2025-07-29,South,Bengaluru,Arjun Nair,Individual,Organic Search,63,84.22,4,Yes,2025-07-31,2,
LEAD003842,2025-07-29,West,Pune,Rohan Mehta,Individual,Paid Social,36,443.42,5,No,,,No Response
LEAD003843,2025-07-29,East,Kolkata,Neha Das,Individual,Referral,47,120.94,3,Yes,2025-08-04,6,
LEAD003844,2025-07-29,North,Delhi,Priya Verma,SME,Google Ads,50,544.89,2,No,,,No Response
LEAD003845,2025-07-29,South,Chennai,Isha Reddy,Corporate,Corporate Outreach,48,275.16,5,Yes,2025-08-12,14,
LEAD003846,2025-07-30,South,Bengaluru,Arjun Nair,Individual,Referral,72,132.41,2,No,,,No Response
LEAD003847,2025-07-30,West,Ahmedabad,Rohan Mehta,Individual,Organic Search,52,93.48,2,Yes,2025-08-12,13,
LEAD003848,2025-07-30,West,Mumbai,Meera Joshi,Individual,Referral,66,114.76,1,Yes,2025-08-10,11,
LEAD003849,2025-07-30,East,Kolkata,Neha Das,Individual,Marketplace,42,174.37,5,No,,,No Response
LEAD003850,2025-07-30,South,Bengaluru,Arjun Nair,Individual,Paid Social,54,402.41,2,No,,,No Response
LEAD003851,2025-07-30,North,Lucknow,Aarav Sharma,Corporate,Corporate Outreach,49,311.30,5,No,,,Price Too High
LEAD003852,2025-07-30,South,Chennai,Sneha Rao,Individual,Paid Social,89,379.26,3,No,,,No Response
LEAD003853,2025-07-30,North,Delhi,Karan Malhotra,Individual,Organic Search,76,93.49,1,Yes,2025-08-08,9,
LEAD003854,2025-07-30,South,Hyderabad,Isha Reddy,Individual,Walk-in,71,52.61,1,Yes,2025-08-04,5,
LEAD003855,2025-07-31,North,Jaipur,Aarav Sharma,SME,Corporate Outreach,47,254.35,5,No,,,Not Ready Yet
LEAD003856,2025-07-31,South,Bengaluru,Isha Reddy,Individual,Paid Social,21,398.06,5,No,,,Not Ready Yet
LEAD003857,2025-07-31,East,Kolkata,Vikram Sen,Individual,Walk-in,71,43.17,2,No,,,Competitor Chosen
LEAD003858,2025-07-31,West,Ahmedabad,Dev Patel,Individual,Google Ads,45,656.18,3,No,,,Price Too High
LEAD003859,2025-08-01,North,Delhi,Priya Verma,Individual,Paid Social,46,396.20,2,Yes,2025-08-03,2,
LEAD003860,2025-08-01,South,Bengaluru,Sneha Rao,Corporate,Corporate Outreach,72,286.69,3,Yes,2025-08-09,8,
LEAD003861,2025-08-01,North,Lucknow,Karan Malhotra,SME,Referral,77,121.37,4,Yes,2025-08-05,4,
LEAD003862,2025-08-01,West,Mumbai,Dev Patel,SME,Walk-in,58,44.82,6,No,,,Budget Delayed
LEAD003863,2025-08-01,East,Guwahati,Vikram Sen,Individual,Organic Search,61,101.87,5,No,,,Budget Delayed
LEAD003864,2025-08-01,North,Jaipur,Priya Verma,Individual,Referral,61,104.49,3,Yes,2025-08-07,6,
LEAD003865,2025-08-01,South,Chennai,Isha Reddy,Corporate,Corporate Outreach,84,290.05,4,No,,,Budget Delayed
LEAD003866,2025-08-02,North,Lucknow,Karan Malhotra,Individual,Walk-in,58,45.75,4,Yes,2025-08-11,9,
LEAD003867,2025-08-02,West,Ahmedabad,Meera Joshi,Individual,Referral,51,119.54,6,No,,,Budget Delayed
LEAD003868,2025-08-02,South,Hyderabad,Arjun Nair,Individual,Organic Search,70,101.88,2,Yes,2025-08-27,25,
LEAD003869,2025-08-02,West,Ahmedabad,Dev Patel,Individual,Walk-in,68,52.21,2,Yes,2025-08-09,7,
LEAD003870,2025-08-03,South,Bengaluru,Arjun Nair,Individual,Referral,80,115.16,4,Yes,2025-08-12,9,
LEAD003871,2025-08-03,North,Jaipur,Karan Malhotra,Individual,Google Ads,38,538.99,3,Yes,2025-08-26,23,
LEAD003872,2025-08-03,West,Mumbai,Dev Patel,Individual,Organic Search,46,96.23,5,No,,,Competitor Chosen
LEAD003873,2025-08-04,North,Delhi,Priya Verma,Corporate,Corporate Outreach,91,281.12,4,No,,,Competitor Chosen
LEAD003874,2025-08-04,West,Pune,Dev Patel,SME,Google Ads,73,605.29,2,Yes,2025-08-07,3,
LEAD003875,2025-08-04,West,Ahmedabad,Meera Joshi,Individual,Paid Social,83,437.41,1,No,,,Budget Delayed
LEAD003876,2025-08-04,South,Hyderabad,Sneha Rao,Individual,Marketplace,62,186.94,3,Yes,2025-08-08,4,
LEAD003877,2025-08-04,South,Hyderabad,Isha Reddy,Individual,Google Ads,67,620.04,4,Yes,2025-08-26,22,
LEAD003878,2025-08-04,South,Hyderabad,Arjun Nair,SME,Marketplace,36,168.78,1,Yes,2025-08-10,6,
LEAD003879,2025-08-04,North,Lucknow,Priya Verma,Individual,Google Ads,44,552.19,6,No,,,Price Too High
LEAD003880,2025-08-04,East,Kolkata,Kavya Roy,Individual,Marketplace,39,176.85,2,No,,,No Response
LEAD003881,2025-08-04,West,Pune,Meera Joshi,SME,Referral,57,112.40,4,Yes,2025-08-12,8,
LEAD003882,2025-08-05,West,Ahmedabad,Rohan Mehta,Corporate,Corporate Outreach,58,283.07,6,Yes,2025-08-21,16,
LEAD003883,2025-08-05,North,Jaipur,Karan Malhotra,Individual,Referral,71,120.18,1,Yes,2025-08-10,5,
LEAD003884,2025-08-05,South,Chennai,Sneha Rao,Individual,Organic Search,48,100.14,4,Yes,2025-08-17,12,
LEAD003885,2025-08-05,West,Mumbai,Meera Joshi,Corporate,Organic Search,58,88.63,4,No,,,No Response
LEAD003886,2025-08-06,South,Hyderabad,Arjun Nair,Individual,Paid Social,18,458.99,5,No,,,No Response
LEAD003887,2025-08-06,West,Mumbai,Dev Patel,Individual,Organic Search,33,77.88,1,No,,,Price Too High
LEAD003888,2025-08-06,North,Delhi,Priya Verma,Individual,Google Ads,75,642.64,4,Yes,2025-08-17,11,
LEAD003889,2025-08-06,West,Pune,Dev Patel,Individual,Paid Social,52,413.47,6,No,,,Competitor Chosen
LEAD003890,2025-08-06,West,Ahmedabad,Rohan Mehta,SME,Referral,67,132.70,1,Yes,2025-08-12,6,
LEAD003891,2025-08-06,West,Pune,Dev Patel,Individual,Paid Social,24,401.54,3,No,,,No Response
LEAD003892,2025-08-06,North,Jaipur,Aarav Sharma,Individual,Google Ads,69,641.58,2,No,,,No Response
LEAD003893,2025-08-06,South,Chennai,Arjun Nair,SME,Organic Search,65,88.94,4,No,,,Competitor Chosen
LEAD003894,2025-08-07,East,Kolkata,Vikram Sen,SME,Referral,66,123.73,5,No,,,No Response
LEAD003895,2025-08-07,West,Ahmedabad,Rohan Mehta,Individual,Paid Social,51,427.42,6,No,,,No Response
LEAD003896,2025-08-07,South,Hyderabad,Isha Reddy,Individual,Paid Social,64,455.88,1,Yes,2025-08-29,22,
LEAD003897,2025-08-07,West,Pune,Meera Joshi,Individual,Marketplace,48,206.50,1,Yes,2025-08-11,4,
LEAD003898,2025-08-07,West,Mumbai,Dev Patel,Individual,Referral,86,125.05,1,Yes,2025-08-19,12,
LEAD003899,2025-08-07,North,Delhi,Karan Malhotra,Individual,Marketplace,71,213.18,3,No,,,Price Too High
LEAD003900,2025-08-07,East,Kolkata,Neha Das,Corporate,Referral,67,122.64,4,Yes,2025-09-12,36,
LEAD003901,2025-08-07,West,Ahmedabad,Rohan Mehta,Individual,Paid Social,56,379.59,4,No,,,Not Ready Yet
LEAD003902,2025-08-08,West,Pune,Meera Joshi,Individual,Google Ads,60,587.97,3,Yes,2025-08-17,9,
LEAD003903,2025-08-08,South,Bengaluru,Arjun Nair,Individual,Organic Search,57,101.26,1,Yes,2025-08-25,17,
LEAD003904,2025-08-08,South,Chennai,Isha Reddy,Individual,Walk-in,45,51.45,3,Yes,2025-08-21,13,
LEAD003905,2025-08-08,West,Pune,Rohan Mehta,Individual,Organic Search,62,96.58,1,No,,,Price Too High
LEAD003906,2025-08-08,North,Delhi,Karan Malhotra,SME,Paid Social,69,401.60,3,No,,,Price Too High
LEAD003907,2025-08-08,West,Mumbai,Dev Patel,Individual,Marketplace,58,197.88,4,Yes,2025-08-20,12,
LEAD003908,2025-08-08,South,Hyderabad,Arjun Nair,Individual,Organic Search,72,83.76,1,Yes,2025-08-21,13,
LEAD003909,2025-08-08,South,Chennai,Arjun Nair,SME,Organic Search,64,77.68,3,Yes,2025-08-26,18,
LEAD003910,2025-08-09,South,Chennai,Arjun Nair,Individual,Organic Search,65,85.51,2,Yes,2025-08-15,6,
LEAD003911,2025-08-09,South,Bengaluru,Sneha Rao,Individual,Marketplace,89,205.04,1,Yes,2025-08-13,4,
LEAD003912,2025-08-09,East,Guwahati,Vikram Sen,Individual,Organic Search,42,80.15,5,No,,,Not Ready Yet
LEAD003913,2025-08-09,West,Pune,Rohan Mehta,Individual,Paid Social,67,408.65,6,No,,,Price Too High
LEAD003914,2025-08-09,East,Kolkata,Kavya Roy,Individual,Paid Social,56,479.40,2,No,,,Competitor Chosen
LEAD003915,2025-08-09,South,Chennai,Arjun Nair,Individual,Google Ads,53,659.33,4,Yes,2025-08-22,13,
LEAD003916,2025-08-09,North,Lucknow,Aarav Sharma,SME,Organic Search,56,87.46,6,No,,,Not Ready Yet
LEAD003917,2025-08-09,West,Pune,Meera Joshi,Individual,Google Ads,68,588.97,1,Yes,2025-08-21,12,
LEAD003918,2025-08-09,South,Hyderabad,Arjun Nair,Individual,Walk-in,48,52.18,1,Yes,2025-08-21,12,
LEAD003919,2025-08-09,West,Ahmedabad,Dev Patel,Individual,Walk-in,56,43.13,2,Yes,2025-08-14,5,
LEAD003920,2025-08-09,North,Delhi,Aarav Sharma,Individual,Paid Social,45,426.04,4,No,,,Not Ready Yet
LEAD003921,2025-08-10,South,Chennai,Sneha Rao,Individual,Google Ads,36,709.66,1,No,,,Budget Delayed
LEAD003922,2025-08-10,North,Delhi,Aarav Sharma,Individual,Organic Search,44,87.60,2,No,,,Price Too High
LEAD003923,2025-08-10,South,Chennai,Sneha Rao,Individual,Referral,74,111.40,2,Yes,2025-08-13,3,
LEAD003924,2025-08-10,South,Bengaluru,Sneha Rao,Individual,Google Ads,67,529.80,1,Yes,2025-09-03,24,
LEAD003925,2025-08-11,North,Delhi,Karan Malhotra,Corporate,Corporate Outreach,53,287.23,3,No,,,Price Too High
LEAD003926,2025-08-11,West,Mumbai,Rohan Mehta,Individual,Walk-in,50,52.04,1,Yes,2025-08-18,7,
LEAD003927,2025-08-11,West,Pune,Dev Patel,Individual,Walk-in,42,43.34,3,Yes,2025-08-18,7,
LEAD003928,2025-08-11,South,Chennai,Isha Reddy,SME,Paid Social,51,482.26,2,No,,,No Response
LEAD003929,2025-08-11,North,Delhi,Karan Malhotra,Individual,Referral,41,119.47,2,Yes,2025-08-12,1,
LEAD003930,2025-08-11,North,Delhi,Priya Verma,Individual,Walk-in,78,53.69,4,Yes,2025-08-13,2,
LEAD003931,2025-08-12,East,Kolkata,Vikram Sen,Individual,Google Ads,66,611.61,6,No,,,No Response
LEAD003932,2025-08-12,West,Ahmedabad,Dev Patel,Individual,Marketplace,37,170.97,4,Yes,2025-08-17,5,
LEAD003933,2025-08-12,North,Delhi,Aarav Sharma,Corporate,Google Ads,65,559.85,3,Yes,2025-09-21,40,
LEAD003934,2025-08-12,North,Delhi,Aarav Sharma,Individual,Paid Social,75,484.10,3,Yes,2025-09-01,20,
LEAD003935,2025-08-12,South,Bengaluru,Isha Reddy,Individual,Marketplace,55,195.14,2,Yes,2025-08-15,3,
LEAD003936,2025-08-12,North,Lucknow,Priya Verma,Individual,Organic Search,66,92.03,6,No,,,Competitor Chosen
LEAD003937,2025-08-13,North,Lucknow,Karan Malhotra,Individual,Google Ads,77,704.53,2,No,,,Price Too High
LEAD003938,2025-08-13,North,Delhi,Aarav Sharma,SME,Referral,53,120.80,2,No,,,Price Too High
LEAD003939,2025-08-13,West,Ahmedabad,Meera Joshi,SME,Organic Search,86,92.14,1,Yes,2025-08-22,9,
LEAD003940,2025-08-13,South,Hyderabad,Arjun Nair,Individual,Google Ads,38,696.10,2,No,,,No Response
LEAD003941,2025-08-13,North,Delhi,Karan Malhotra,Individual,Organic Search,38,92.78,1,No,,,Competitor Chosen
LEAD003942,2025-08-13,West,Ahmedabad,Meera Joshi,Individual,Google Ads,60,642.28,3,No,,,Price Too High
LEAD003943,2025-08-14,North,Delhi,Priya Verma,Corporate,Corporate Outreach,45,308.42,5,No,,,Price Too High
LEAD003944,2025-08-14,West,Ahmedabad,Dev Patel,Individual,Organic Search,72,98.18,6,No,,,Competitor Chosen
LEAD003945,2025-08-14,South,Chennai,Isha Reddy,Individual,Organic Search,42,81.30,3,No,,,Budget Delayed
LEAD003946,2025-08-14,West,Mumbai,Meera Joshi,Individual,Paid Social,25,449.01,5,No,,,Price Too High
LEAD003947,2025-08-14,West,Mumbai,Rohan Mehta,SME,Referral,64,108.14,3,Yes,2025-08-28,14,
LEAD003948,2025-08-14,North,Lucknow,Aarav Sharma,Corporate,Corporate Outreach,61,299.53,3,No,,,Not Ready Yet
LEAD003949,2025-08-14,North,Delhi,Aarav Sharma,Individual,Organic Search,73,85.82,2,No,,,No Response
LEAD003950,2025-08-15,East,Bhubaneswar,Vikram Sen,SME,Organic Search,40,90.90,4,Yes,2025-09-07,23,
LEAD003951,2025-08-15,South,Bengaluru,Isha Reddy,Individual,Referral,89,128.55,2,Yes,2025-08-21,6,
LEAD003952,2025-08-15,South,Bengaluru,Arjun Nair,Individual,Paid Social,45,402.97,4,Yes,2025-08-31,16,
LEAD003953,2025-08-15,North,Delhi,Aarav Sharma,Individual,Marketplace,56,203.29,1,Yes,2025-08-16,1,
LEAD003954,2025-08-15,North,Delhi,Priya Verma,Individual,Organic Search,41,101.95,3,Yes,2025-09-06,22,
LEAD003955,2025-08-15,North,Jaipur,Priya Verma,Individual,Paid Social,65,466.03,1,No,,,Competitor Chosen
LEAD003956,2025-08-15,North,Delhi,Aarav Sharma,Individual,Walk-in,59,42.96,5,No,,,Price Too High
LEAD003957,2025-08-15,West,Mumbai,Dev Patel,Corporate,Corporate Outreach,62,294.38,1,Yes,2025-09-21,37,
LEAD003958,2025-08-15,North,Lucknow,Aarav Sharma,Individual,Google Ads,53,662.40,2,No,,,Price Too High
LEAD003959,2025-08-15,West,Pune,Rohan Mehta,Individual,Organic Search,22,79.63,3,Yes,2025-08-20,5,
LEAD003960,2025-08-16,West,Mumbai,Rohan Mehta,Individual,Organic Search,74,101.65,2,Yes,2025-08-26,10,
LEAD003961,2025-08-16,West,Pune,Rohan Mehta,Individual,Google Ads,52,695.74,1,Yes,2025-08-21,5,
LEAD003962,2025-08-16,West,Ahmedabad,Meera Joshi,SME,Google Ads,62,547.81,5,No,,,Price Too High
LEAD003963,2025-08-16,West,Pune,Meera Joshi,Corporate,Corporate Outreach,57,248.20,3,No,,,No Response
LEAD003964,2025-08-16,South,Hyderabad,Arjun Nair,SME,Organic Search,81,96.31,3,Yes,2025-08-22,6,
LEAD003965,2025-08-16,West,Ahmedabad,Meera Joshi,SME,Marketplace,57,203.66,1,Yes,2025-08-28,12,
LEAD003966,2025-08-16,West,Pune,Meera Joshi,SME,Google Ads,60,652.02,1,Yes,2025-08-19,3,
LEAD003967,2025-08-16,East,Bhubaneswar,Kavya Roy,Individual,Google Ads,85,670.70,6,No,,,Budget Delayed
LEAD003968,2025-08-16,North,Jaipur,Karan Malhotra,Individual,Organic Search,71,95.60,5,No,,,No Response
LEAD003969,2025-08-16,East,Bhubaneswar,Kavya Roy,Individual,Walk-in,65,47.53,3,No,,,Budget Delayed
LEAD003970,2025-08-17,South,Chennai,Isha Reddy,Individual,Google Ads,74,679.67,3,No,,,Competitor Chosen
LEAD003971,2025-08-17,North,Delhi,Karan Malhotra,Individual,Google Ads,72,693.33,4,No,,,Budget Delayed
LEAD003972,2025-08-17,West,Ahmedabad,Rohan Mehta,Individual,Marketplace,51,201.33,2,Yes,2025-08-28,11,
LEAD003973,2025-08-17,West,Ahmedabad,Rohan Mehta,Individual,Paid Social,32,430.98,4,No,,,No Response
LEAD003974,2025-08-17,North,Delhi,Karan Malhotra,SME,Google Ads,61,644.75,2,Yes,2025-09-07,21,
LEAD003975,2025-08-17,North,Jaipur,Aarav Sharma,Individual,Walk-in,74,52.58,2,Yes,2025-08-26,9,
LEAD003976,2025-08-17,South,Hyderabad,Isha Reddy,Individual,Organic Search,57,96.30,3,Yes,2025-08-23,6,
LEAD003977,2025-08-17,South,Hyderabad,Arjun Nair,Individual,Referral,79,137.19,1,Yes,2025-08-30,13,
LEAD003978,2025-08-17,South,Bengaluru,Arjun Nair,Individual,Google Ads,50,649.44,2,Yes,2025-09-06,20,
LEAD003979,2025-08-18,South,Chennai,Arjun Nair,SME,Google Ads,35,635.48,2,No,,,Price Too High
LEAD003980,2025-08-18,South,Hyderabad,Arjun Nair,Individual,Google Ads,71,660.18,4,No,,,Price Too High
LEAD003981,2025-08-18,West,Pune,Rohan Mehta,Individual,Google Ads,77,604.39,1,Yes,2025-08-26,8,
LEAD003982,2025-08-18,South,Hyderabad,Isha Reddy,Individual,Walk-in,47,56.95,3,No,,,Not Ready Yet
LEAD003983,2025-08-18,East,Guwahati,Neha Das,SME,Referral,65,104.37,3,No,,,Price Too High
LEAD003984,2025-08-18,North,Delhi,Aarav Sharma,Individual,Walk-in,32,43.88,1,No,,,No Response
LEAD003985,2025-08-18,North,Jaipur,Aarav Sharma,SME,Corporate Outreach,43,239.21,5,No,,,No Response
LEAD003986,2025-08-19,North,Lucknow,Priya Verma,Individual,Paid Social,41,464.42,1,No,,,Not Ready Yet
LEAD003987,2025-08-19,West,Mumbai,Rohan Mehta,Corporate,Walk-in,61,45.49,3,No,,,Competitor Chosen
